EXITUS
30
33
0
6
35
0
4
0
7
33
32
0
13
0
12
38
35
0
15
15
36
0
0
16
39
41
0
19
1
16
47
57
1
11
12
57
2
2
10
64
71
2
12
2
11
74
75
2
9
10
77
1
1
11
74
76
0
14
0
17
75
66
0
18
19
63
0
0
21
66
63
0
20
0
20
66
80
0
17
0
16
80
0
15
87
93
1
17
1
19
92
98
1
22
2
25
101
3
32
93
113
4
38
4
40
117
122
3
41
4
47
128
129
4
56
131
4
62
3
61
136
131
3
60
4
64
140
4
65
137
145
3
63
3
64
147
147
2
58
3
54
154
151
3
53
146
2
54
2
56
148
149
2
54
2
54
158
163
2
58
162
1
67
0
70
163
156
0
74
0
76
167
174
0
81
77
162
0
0
74
152
140
0
65
0
58
129
137
1
47
41
117
1
1
31
94
96
1
23
1
18
88
80
1
14
10
77
1
0
9
61
57
0
5
0
3
54
37
0
4
3
36
0
0
3
29
23
0
4
0
3
19
19
0
3
0
3
18
0
2
17
13
0
3
0
3
14
13
0
2
0
2
12
0
5
10
8
0
5
0
4
8
8
0
3
0
3
8
9
0
5
10
0
5
0
4
10
9
0
4
0
5
10
0
5
13
15
0
6
0
4
12
15
0
4
0
3
14
15
0
5
16
0
4
1
5
17
13
1
5
1
6
16
15
1
6
17
1
5
1
3
16
16
1
3
0
2
15
21
0
1
0
20
0
0
2
23
22
0
2
0
2
24
28
0
4
6
25
0
0
7
24
25
0
8
0
7
28
30
0
7
7
30
0
0
5
29
33
0
4
0
3
35
38
0
3
3
36
0
0
4
39
40
1
5
1
5
43
49
1
4
1
4
48
1
3
56
55
1
2
1
2
62
69
0
4
1
4
69
1
6
74
85
1
7
1
8
87
99
1
8
1
7
100
97
1
5
107
0
5
0
4
107
105
0
3
0
2
112
0
2
104
105
0
3
0
5
111
108
0
5
0
6
105
103
1
8
97
1
8
1
9
105
101
1
9
1
11
102
106
2
13
111
2
14
1
15
124
127
1
15
1
14
131
129
1
14
10
131
1
1
11
138
145
2
8
2
7
143
148
3
8
8
146
3
3
8
150
145
3
10
2
11
145
141
1
13
13
138
1
0
12
130
136
0
12
0
12
140
136
0
10
6
126
1
1
6
115
105
2
5
3
7
110
107
3
7
3
7
107
4
8
118
110
3
11
3
9
110
114
2
10
1
10
113
2
14
104
101
2
14
2
13
101
110
2
15
2
17
114
126
2
18
128
2
17
1
16
141
146
1
16
0
18
151
0
15
155
167
0
17
0
17
166
167
0
17
0
16
168
168
0
20
178
1
20
1
19
186
185
1
19
1
20
186
182
1
21
178
1
22
2
25
186
180
1
27
1
31
165
181
1
29
31
189
1
2
29
222
237
2
33
1
28
233
241
2
37
37
268
2
2
39
275
281
2
47
2
50
277
281
2
57
67
296
3
2
65
311
323
2
76
2
91
323
335
2
91
100
344
2
3
103
334
351
3
107
3
116
362
365
4
133
4
132
377
5
145
378
382
6
151
5
169
420
424
5
181
5
178
409
4
182
413
405
4
190
3
187
411
404
2
197
4
185
381
3
179
379
375
4
181
5
167
361
369
5
161
7
154
352
7
149
344
346
5
142
6
136
333
334
5
138
4
132
327
311
5
128
292
3
124
2
122
281
268
2
114
1
110
262
258
3
111
256
6
103
5
102
247
259
5
101
5
90
260
258
5
95
100
244
5
3
93
228
215
0
96
0
96
199
195
0
102
180
2
112
2
116
162
169
2
108
2
105
170
175
2
103
101
174
2
2
94
164
162
1
88
1
84
159
152
1
87
87
149
1
1
91
139
150
3
98
4
108
151
153
5
108
6
107
163
6
116
154
153
6
115
6
115
166
181
4
117
3
110
191
1
114
204
208
2
122
2
116
226
233
3
130
5
128
235
6
126
226
226
6
140
6
129
209
215
4
125
5
122
211
4
109
224
235
3
107
2
110
235
240
2
107
2
127
264
279
2
132
283
1
138
2
145
281
277
2
156
2
158
295
298
2
160
300
2
157
2
162
301
308
2
171
1
166
314
316
0
168
171
325
0
1
161
343
348
2
164
3
160
346
341
3
151
337
3
162
3
166
343
319
3
148
2
144
301
286
1
129
123
281
1
2
113
267
252
2
95
2
79
236
225
2
81
71
209
2
2
63
196
173
1
64
0
61
170
166
0
59
0
61
149
0
57
138
123
0
58
0
61
112
104
0
52
1
52
100
2
56
88
83
3
52
3
51
76
72
3
55
3
56
72
3
55
65
59
2
57
1
50
53
50
0
45
0
44
50
0
41
58
61
0
40
0
37
63
67
0
35
0
34
66
67
0
34
68
0
37
0
37
60
50
0
33
0
34
54
48
0
29
51
0
34
1
31
51
55
1
23
1
19
63
68
1
18
21
65
1
1
21
66
63
1
15
0
16
59
59
0
18
57
0
18
0
19
56
56
0
12
0
18
52
57
0
18
18
63
0
0
24
54
50
0
25
0
28
54
54
0
27
26
56
0
0
28
50
48
0
29
0
24
52
50
0
26
0
24
43
0
32
43
45
0
31
0
32
46
39
0
32
0
36
36
0
34
40
42
0
34
0
29
40
38
0
26
0
25
39
0
28
44
44
0
24
0
25
40
39
0
27
0
26
45
0
30
42
39
0
30
0
27
37
39
0
28
0
28
36
37
0
28
29
0
30
0
29
29
33
0
30
0
30
37
41
0
29
44
0
28
0
27
43
46
0
27
0
28
49
51
0
28
46
0
27
0
25
39
38
0
24
0
21
40
41
0
19
40
0
13
0
11
34
33
0
9
0
8
30
26
0
9
9
20
0
0
7
14
12
0
9
0
9
12
11
0
9
10
10
0
0
9
12
14
0
10
0
12
12
10
0
10
0
9
11
0
11
12
13
0
11
0
10
17
18
0
10
10
18
0
0
12
18
17
0
12
0
12
16
17
0
12
0
13
10
0
12
7
11
0
12
0
11
13
15
0
14
0
14
16
0
13
19
22
0
13
0
14
22
24
0
18
0
21
29
27
0
21
27
0
20
0
24
24
25
0
25
0
22
27
32
0
20
31
0
19
0
22
34
34
1
25
1
26
35
35
1
37
35
1
44
1
46
28
28
1
55
1
56
25
32
0
61
37
0
61
0
55
41
48
0
55
0
60
53
56
0
58
65
67
0
0
66
69
78
0
70
0
77
87
97
0
80
71
102
1
1
71
108
108
1
68
1
78
115
110
1
83
1
85
110
2
92
112
117
1
123
1
140
126
124
1
159
164
131
2
2
196
154
169
3
229
3
259
189
204
3
278
3
303
217
4
330
241
240
4
369
4
379
244
251
4
395
4
425
258
6
447
264
283
6
466
6
488
302
339
5
511
7
534
355
372
10
558
397
9
604
9
641
434
449
11
700
13
755
464
497
16
822
526
17
897
16
974
559
592
16
1015
14
1077
600
626
14
1152
674
15
1216
14
1251
706
780
11
1301
9
1338
833
872
13
1391
949
15
1405
16
1397
1000
1047
17
1384
18
1392
1106
1155
21
1370
1322
1212
24
22
1246
1319
1416
25
1211
24
1139
1496
1563
21
1055
958
1614
23
22
861
1629
1643
21
762
21
674
1569
1463
18
577
16
494
1348
16
423
1208
1058
11
346
9
288
896
746
6
251
219
604
5
4
182
478
395
4
156
2
142
332
265
2
129
2
106
218
3
91
160
126
2
73
1
56
103
76
1
42
1
25
50
1
15
30
17
1
10
0
6
12
9
0
3
0
2
5
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
